id,category,subcategory,region,language,user_question,bot_answer,source,tags,created_at
BFP-00011,Community & BFP,Permits,Region V,en,What should I do if get a fire safety inspection certificate?,"Prepare building plans, extinguisher records, and electrical clearances, then apply at the BFP office. Schedule inspection and address any noted findings. Keep exits clear and practice two ways out.",BFP public education best practices,"['fire safety', 'permits', 'community & bfp', 'Region V']",2025-10-09T04:57:51.684752Z
BFP-00012,First Aid,Smoke Inhalation,Region II,en,Can I treat a minor burn safely?,"Cool under running water for 20 minutes, remove tight items, cover with a clean non-stick dressing, and seek care if blistered or large. Do not apply butter or toothpaste. Check smoke alarms monthly and replace batteries yearly.",BFP public education best practices,"['fire safety', 'smoke inhalation', 'first aid', 'Region II']",2025-10-09T04:57:51.684757Z
BFP-00013,Evacuation Planning,Routes,CAR,en,Where can I create a home fire escape plan?,"Map every room, mark two exits, assign a meeting point, and practice twice a year at day and night. Include pets and persons with disabilities. Keep a Class ABC extinguisher accessible and learn PASS: Pull, Aim, Squeeze, Sweep.",BFP public education best practices,"['fire safety', 'routes', 'evacuation planning', 'CAR']",2025-10-09T04:57:51.684761Z
BFP-00014,Kitchen Safety,Grease Fire,Region V,en,Is it safe to handle a grease fire on my stove?,"Turn off the heat, cover the pan with a metal lid, and use baking soda if needed. Never use water. Check smoke alarms monthly and replace batteries yearly.",BFP public education best practices,"['fire safety', 'grease fire', 'kitchen safety', 'Region V']",2025-10-09T04:57:51.684765Z
BFP-00015,Community & BFP,Inspections,Region IV-B,en,What is the best way to get a fire safety inspection certificate?,"Prepare building plans, extinguisher records, and electrical clearances, then apply at the BFP office. Schedule inspection and address any noted findings. Never use water on grease or electrical fires.",BFP public education best practices,"['fire safety', 'inspections', 'community & bfp', 'Region IV-B']",2025-10-09T04:57:51.684769Z
BFP-00016,Emergency Response,Evacuate,Region XI,en,Is it safe to respond when a small fire starts at night?,"Alert everyone, evacuate along your plan, call 911/BFP, and only attempt a quick extinguisher use if trained and the exit is behind you. Schedule regular inspections and keep records up to date.",BFP public education best practices,"['fire safety', 'evacuate', 'emergency response', 'Region XI']",2025-10-09T04:57:51.684773Z
BFP-00017,First Aid,CPR Referral,Region IX,en,How do I treat a minor burn safely?,"Cool under running water for 20 minutes, remove tight items, cover with a clean non-stick dressing, and seek care if blistered or large. Do not apply butter or toothpaste. Never use water on grease or electrical fires.",BFP public education best practices,"['fire safety', 'cpr referral', 'first aid', 'Region IX']",2025-10-09T04:57:51.684777Z
BFP-00018,General Safety,Myths,Region XI,en,Is it safe to improve fire safety in a small apartment?,"Install smoke alarms in sleeping areas, keep exits clear, and avoid blocking sprinklers. Keep a go-bag and review your plan with roommates. Check smoke alarms monthly and replace batteries yearly.",BFP public education best practices,"['fire safety', 'myths', 'general safety', 'Region XI']",2025-10-09T04:57:51.684780Z
BFP-00019,First Aid,CPR Referral,Region IX,en,Can I treat a minor burn safely?,"Cool under running water for 20 minutes, remove tight items, cover with a clean non-stick dressing, and seek care if blistered or large. Do not apply butter or toothpaste. Avoid daisy-chaining extension cords and overloading outlets.",BFP public education best practices,"['fire safety', 'cpr referral', 'first aid', 'Region IX']",2025-10-09T04:57:51.684784Z
BFP-00020,Evacuation Planning,Kits,CAR,en,When should we create a home fire escape plan?,"Map every room, mark two exits, assign a meeting point, and practice twice a year at day and night. Include pets and persons with disabilities. Call 911 or local BFP hotline immediately and evacuate first.",BFP public education best practices,"['fire safety', 'kits', 'evacuation planning', 'CAR']",2025-10-09T04:57:51.684787Z
BFP-00021,Emergency Response,Call,Region VII,en,Do we need to respond when a small fire starts at night?,"Alert everyone, evacuate along your plan, call 911/BFP, and only attempt a quick extinguisher use if trained and the exit is behind you. Store LPG cylinders upright in a ventilated area and check for leaks with soapy water.",BFP public education best practices,"['fire safety', 'call', 'emergency response', 'Region VII']",2025-10-09T04:57:51.684790Z
BFP-00022,Community & BFP,Permits,Region X,en,Can I get a fire safety inspection certificate?,"Prepare building plans, extinguisher records, and electrical clearances, then apply at the BFP office. Schedule inspection and address any noted findings. Keep a Class ABC extinguisher accessible and learn PASS: Pull, Aim, Squeeze, Sweep.",BFP public education best practices,"['fire safety', 'permits', 'community & bfp', 'Region X']",2025-10-09T04:57:51.684794Z
BFP-00023,School Safety,Teachers,Region II,en,How do I teach students about fire safety?,"Use age-appropriate activities, practice evacuation, assign marshals, and brief on stop, drop, and roll. Coordinate drills with the local fire station. Check smoke alarms monthly and replace batteries yearly.",BFP public education best practices,"['fire safety', 'teachers', 'school safety', 'Region II']",2025-10-09T04:57:51.684798Z
BFP-00024,Emergency Response,Aftermath,Region IV-B,en,Who should I call when respond when a small fire starts at night?,"Alert everyone, evacuate along your plan, call 911/BFP, and only attempt a quick extinguisher use if trained and the exit is behind you. Teach children stop, drop, and roll and how to call for help.",BFP public education best practices,"['fire safety', 'aftermath', 'emergency response', 'Region IV-B']",2025-10-09T04:57:51.684801Z
BFP-00025,Fire Prevention,Business,Region XI,en,Do we need to reduce fire risks at home?,"Declutter, maintain wiring, keep heat sources clear, and store fuels safely. Create a checklist and review monthly. Avoid daisy-chaining extension cords and overloading outlets.",BFP public education best practices,"['fire safety', 'business', 'fire prevention', 'Region XI']",2025-10-09T04:57:51.684804Z
BFP-00026,School Safety,Teachers,NCR,en,What should I do if teach students about fire safety?,"Use age-appropriate activities, practice evacuation, assign marshals, and brief on stop, drop, and roll. Coordinate drills with the local fire station. Schedule regular inspections and keep records up to date.",BFP public education best practices,"['fire safety', 'teachers', 'school safety', 'NCR']",2025-10-09T04:57:51.684808Z
BFP-00027,Electrical Safety,Overloads,Region IX,en,What should I do if know if my outlet is overloaded?,"Warm plates, tripping breakers, and buzzing sounds suggest overload. Move devices to separate circuits and consult a licensed electrician. Call 911 or local BFP hotline immediately and evacuate first.",BFP public education best practices,"['fire safety', 'overloads', 'electrical safety', 'Region IX']",2025-10-09T04:57:51.684814Z
BFP-00028,Evacuation Planning,Drills,CAR,en,How do I create a home fire escape plan?,"Map every room, mark two exits, assign a meeting point, and practice twice a year at day and night. Include pets and persons with disabilities. Call 911 or local BFP hotline immediately and evacuate first.",BFP public education best practices,"['fire safety', 'drills', 'evacuation planning', 'CAR']",2025-10-09T04:57:51.684820Z
BFP-00029,School Safety,Students,Region III,en,Is it safe to teach students about fire safety?,"Use age-appropriate activities, practice evacuation, assign marshals, and brief on stop, drop, and roll. Coordinate drills with the local fire station. Schedule regular inspections and keep records up to date.",BFP public education best practices,"['fire safety', 'students', 'school safety', 'Region III']",2025-10-09T04:57:51.684826Z
BFP-00030,Community & BFP,Hotline,Region IV-A,en,Where can I get a fire safety inspection certificate?,"Prepare building plans, extinguisher records, and electrical clearances, then apply at the BFP office. Schedule inspection and address any noted findings. Keep a Class ABC extinguisher accessible and learn PASS: Pull, Aim, Squeeze, Sweep.",BFP public education best practices,"['fire safety', 'hotline', 'community & bfp', 'Region IV-A']",2025-10-09T04:57:51.684833Z
BFP-00031,School Safety,Drills,NCR,en,Do we need to teach students about fire safety?,"Use age-appropriate activities, practice evacuation, assign marshals, and brief on stop, drop, and roll. Coordinate drills with the local fire station. Crawl low under smoke and close doors behind you.",BFP public education best practices,"['fire safety', 'drills', 'school safety', 'NCR']",2025-10-09T04:57:51.684846Z
BFP-00032,Workplace Safety,Factories,Region III,en,Where can I keep our office compliant with fire codes?,"Maintain extinguishers and signage, conduct quarterly drills, clear egress paths, and update maintenance logs. Coordinate with local BFP for inspections. Call 911 or local BFP hotline immediately and evacuate first.",BFP public education best practices,"['fire safety', 'factories', 'workplace safety', 'Region III']",2025-10-09T04:57:51.684853Z
BFP-00033,First Aid,Burns,Region VI,en,Do we need to treat a minor burn safely?,"Cool under running water for 20 minutes, remove tight items, cover with a clean non-stick dressing, and seek care if blistered or large. Do not apply butter or toothpaste. Check smoke alarms monthly and replace batteries yearly.",BFP public education best practices,"['fire safety', 'burns', 'first aid', 'Region VI']",2025-10-09T04:57:51.684857Z
BFP-00034,Fire Prevention,Outdoor,BARMM,en,What should I do if reduce fire risks at home?,"Declutter, maintain wiring, keep heat sources clear, and store fuels safely. Create a checklist and review monthly. Schedule regular inspections and keep records up to date.",BFP public education best practices,"['fire safety', 'outdoor', 'fire prevention', 'BARMM']",2025-10-09T04:57:51.684861Z
BFP-00035,Emergency Response,Call,BARMM,en,What is the best way to respond when a small fire starts at night?,"Alert everyone, evacuate along your plan, call 911/BFP, and only attempt a quick extinguisher use if trained and the exit is behind you. Keep a Class ABC extinguisher accessible and learn PASS: Pull, Aim, Squeeze, Sweep.",BFP public education best practices,"['fire safety', 'call', 'emergency response', 'BARMM']",2025-10-09T04:57:51.684865Z
BFP-00036,Electrical Safety,Overloads,Region XII,en,Can I know if my outlet is overloaded?,"Warm plates, tripping breakers, and buzzing sounds suggest overload. Move devices to separate circuits and consult a licensed electrician. Schedule regular inspections and keep records up to date.",BFP public education best practices,"['fire safety', 'overloads', 'electrical safety', 'Region XII']",2025-10-09T04:57:51.684868Z
BFP-00037,First Aid,CPR Referral,Region VIII,en,Who should I call when treat a minor burn safely?,"Cool under running water for 20 minutes, remove tight items, cover with a clean non-stick dressing, and seek care if blistered or large. Do not apply butter or toothpaste. Crawl low under smoke and close doors behind you.",BFP public education best practices,"['fire safety', 'cpr referral', 'first aid', 'Region VIII']",2025-10-09T04:57:51.684872Z
BFP-00038,Workplace Safety,Compliance,CAR,en,What should I do if keep our office compliant with fire codes?,"Maintain extinguishers and signage, conduct quarterly drills, clear egress paths, and update maintenance logs. Coordinate with local BFP for inspections. Never use water on grease or electrical fires.",BFP public education best practices,"['fire safety', 'compliance', 'workplace safety', 'CAR']",2025-10-09T04:57:51.684875Z
BFP-00039,First Aid,Burns,Region IX,en,How do I treat a minor burn safely?,"Cool under running water for 20 minutes, remove tight items, cover with a clean non-stick dressing, and seek care if blistered or large. Do not apply butter or toothpaste. Teach children stop, drop, and roll and how to call for help.",BFP public education best practices,"['fire safety', 'burns', 'first aid', 'Region IX']",2025-10-09T04:57:51.684879Z
BFP-00040,School Safety,Students,Region VI,en,How do I teach students about fire safety?,"Use age-appropriate activities, practice evacuation, assign marshals, and brief on stop, drop, and roll. Coordinate drills with the local fire station. Check smoke alarms monthly and replace batteries yearly.",BFP public education best practices,"['fire safety', 'students', 'school safety', 'Region VI']",2025-10-09T04:57:51.684882Z
BFP-00041,General Safety,Basics,Region II,en,How do I improve fire safety in a small apartment?,"Install smoke alarms in sleeping areas, keep exits clear, and avoid blocking sprinklers. Keep a go-bag and review your plan with roommates. Crawl low under smoke and close doors behind you.",BFP public education best practices,"['fire safety', 'basics', 'general safety', 'Region II']",2025-10-09T04:57:51.684886Z
BFP-00042,Fire Prevention,Outdoor,Region VI,en,Is it safe to reduce fire risks at home?,"Declutter, maintain wiring, keep heat sources clear, and store fuels safely. Create a checklist and review monthly. Avoid daisy-chaining extension cords and overloading outlets.",BFP public education best practices,"['fire safety', 'outdoor', 'fire prevention', 'Region VI']",2025-10-09T04:57:51.684889Z
BFP-00043,First Aid,CPR Referral,Region IV-A,en,Do we need to treat a minor burn safely?,"Cool under running water for 20 minutes, remove tight items, cover with a clean non-stick dressing, and seek care if blistered or large. Do not apply butter or toothpaste. Teach children stop, drop, and roll and how to call for help.",BFP public education best practices,"['fire safety', 'cpr referral', 'first aid', 'Region IV-A']",2025-10-09T04:57:51.684892Z
BFP-00044,Workplace Safety,Factories,BARMM,en,Who should I call when keep our office compliant with fire codes?,"Maintain extinguishers and signage, conduct quarterly drills, clear egress paths, and update maintenance logs. Coordinate with local BFP for inspections. Never use water on grease or electrical fires.",BFP public education best practices,"['fire safety', 'factories', 'workplace safety', 'BARMM']",2025-10-09T04:57:51.684896Z
BFP-00045,Fire Prevention,Household,Region XII,en,Where can I reduce fire risks at home?,"Declutter, maintain wiring, keep heat sources clear, and store fuels safely. Create a checklist and review monthly. Store LPG cylinders upright in a ventilated area and check for leaks with soapy water.",BFP public education best practices,"['fire safety', 'household', 'fire prevention', 'Region XII']",2025-10-09T04:57:51.684899Z
BFP-00046,Evacuation Planning,Routes,Region I,en,What should I do if create a home fire escape plan?,"Map every room, mark two exits, assign a meeting point, and practice twice a year at day and night. Include pets and persons with disabilities. Keep exits clear and practice two ways out.",BFP public education best practices,"['fire safety', 'routes', 'evacuation planning', 'Region I']",2025-10-09T04:57:51.684902Z
BFP-00047,Evacuation Planning,Kits,Region IX,en,What should I do if create a home fire escape plan?,"Map every room, mark two exits, assign a meeting point, and practice twice a year at day and night. Include pets and persons with disabilities. Never use water on grease or electrical fires.",BFP public education best practices,"['fire safety', 'kits', 'evacuation planning', 'Region IX']",2025-10-09T04:57:51.684906Z
BFP-00048,First Aid,Burns,CAR,en,When should we treat a minor burn safely?,"Cool under running water for 20 minutes, remove tight items, cover with a clean non-stick dressing, and seek care if blistered or large. Do not apply butter or toothpaste. Store LPG cylinders upright in a ventilated area and check for leaks with soapy water.",BFP public education best practices,"['fire safety', 'burns', 'first aid', 'CAR']",2025-10-09T04:57:51.684909Z
BFP-00049,Emergency Response,Evacuate,CAR,en,Can I respond when a small fire starts at night?,"Alert everyone, evacuate along your plan, call 911/BFP, and only attempt a quick extinguisher use if trained and the exit is behind you. Check smoke alarms monthly and replace batteries yearly.",BFP public education best practices,"['fire safety', 'evacuate', 'emergency response', 'CAR']",2025-10-09T04:57:51.684913Z
BFP-00050,Workplace Safety,Compliance,Region III,en,How do I keep our office compliant with fire codes?,"Maintain extinguishers and signage, conduct quarterly drills, clear egress paths, and update maintenance logs. Coordinate with local BFP for inspections. Schedule regular inspections and keep records up to date.",BFP public education best practices,"['fire safety', 'compliance', 'workplace safety', 'Region III']",2025-10-09T04:57:51.684919Z
BFP-00051,General Safety,Basics,Region VI,en,When should we improve fire safety in a small apartment?,"Install smoke alarms in sleeping areas, keep exits clear, and avoid blocking sprinklers. Keep a go-bag and review your plan with roommates. Store LPG cylinders upright in a ventilated area and check for leaks with soapy water.",BFP public education best practices,"['fire safety', 'basics', 'general safety', 'Region VI']",2025-10-09T04:57:51.684925Z
BFP-00052,Workplace Safety,Offices,Region V,en,Who should I call when keep our office compliant with fire codes?,"Maintain extinguishers and signage, conduct quarterly drills, clear egress paths, and update maintenance logs. Coordinate with local BFP for inspections. Keep exits clear and practice two ways out.",BFP public education best practices,"['fire safety', 'offices', 'workplace safety', 'Region V']",2025-10-09T04:57:51.684931Z
BFP-00053,Emergency Response,Evacuate,NCR,en,Who should I call when respond when a small fire starts at night?,"Alert everyone, evacuate along your plan, call 911/BFP, and only attempt a quick extinguisher use if trained and the exit is behind you. Call 911 or local BFP hotline immediately and evacuate first.",BFP public education best practices,"['fire safety', 'evacuate', 'emergency response', 'NCR']",2025-10-09T04:57:51.684937Z
BFP-00054,Workplace Safety,Offices,Region XII,en,What is the best way to keep our office compliant with fire codes?,"Maintain extinguishers and signage, conduct quarterly drills, clear egress paths, and update maintenance logs. Coordinate with local BFP for inspections. Avoid daisy-chaining extension cords and overloading outlets.",BFP public education best practices,"['fire safety', 'offices', 'workplace safety', 'Region XII']",2025-10-09T04:57:51.684943Z
BFP-00055,Emergency Response,Call,Region VIII,en,Can I respond when a small fire starts at night?,"Alert everyone, evacuate along your plan, call 911/BFP, and only attempt a quick extinguisher use if trained and the exit is behind you. Keep exits clear and practice two ways out.",BFP public education best practices,"['fire safety', 'call', 'emergency response', 'Region VIII']",2025-10-09T04:57:51.684953Z
BFP-00056,Community & BFP,Inspections,Region I,en,Where can I get a fire safety inspection certificate?,"Prepare building plans, extinguisher records, and electrical clearances, then apply at the BFP office. Schedule inspection and address any noted findings. Keep exits clear and practice two ways out.",BFP public education best practices,"['fire safety', 'inspections', 'community & bfp', 'Region I']",2025-10-09T04:57:51.684959Z
BFP-00057,General Safety,Home,BARMM,en,What is the best way to improve fire safety in a small apartment?,"Install smoke alarms in sleeping areas, keep exits clear, and avoid blocking sprinklers. Keep a go-bag and review your plan with roommates. Schedule regular inspections and keep records up to date.",BFP public education best practices,"['fire safety', 'home', 'general safety', 'BARMM']",2025-10-09T04:57:51.684965Z
BFP-00058,Emergency Response,Call,Region II,en,When should we respond when a small fire starts at night?,"Alert everyone, evacuate along your plan, call 911/BFP, and only attempt a quick extinguisher use if trained and the exit is behind you. Check smoke alarms monthly and replace batteries yearly.",BFP public education best practices,"['fire safety', 'call', 'emergency response', 'Region II']",2025-10-09T04:57:51.684970Z
BFP-00059,Community & BFP,Hotline,Region VI,en,Who should I call when get a fire safety inspection certificate?,"Prepare building plans, extinguisher records, and electrical clearances, then apply at the BFP office. Schedule inspection and address any noted findings. Check smoke alarms monthly and replace batteries yearly.",BFP public education best practices,"['fire safety', 'hotline', 'community & bfp', 'Region VI']",2025-10-09T04:57:51.684985Z
BFP-00060,Community & BFP,Hotline,Region I,en,Do we need to get a fire safety inspection certificate?,"Prepare building plans, extinguisher records, and electrical clearances, then apply at the BFP office. Schedule inspection and address any noted findings. Check smoke alarms monthly and replace batteries yearly.",BFP public education best practices,"['fire safety', 'hotline', 'community & bfp', 'Region I']",2025-10-09T04:57:51.684992Z
BFP-00061,Evacuation Planning,Kits,Region IX,en,Is it safe to create a home fire escape plan?,"Map every room, mark two exits, assign a meeting point, and practice twice a year at day and night. Include pets and persons with disabilities. Never use water on grease or electrical fires.",BFP public education best practices,"['fire safety', 'kits', 'evacuation planning', 'Region IX']",2025-10-09T04:57:51.684999Z
BFP-00062,Kitchen Safety,Cooking,Region VII,en,Who should I call when handle a grease fire on my stove?,"Turn off the heat, cover the pan with a metal lid, and use baking soda if needed. Never use water. Keep a Class ABC extinguisher accessible and learn PASS: Pull, Aim, Squeeze, Sweep.",BFP public education best practices,"['fire safety', 'cooking', 'kitchen safety', 'Region VII']",2025-10-09T04:57:51.685005Z
BFP-00063,Electrical Safety,Appliances,Region IX,en,What should I do if know if my outlet is overloaded?,"Warm plates, tripping breakers, and buzzing sounds suggest overload. Move devices to separate circuits and consult a licensed electrician. Keep exits clear and practice two ways out.",BFP public education best practices,"['fire safety', 'appliances', 'electrical safety', 'Region IX']",2025-10-09T04:57:51.685012Z
BFP-00064,Workplace Safety,Compliance,Region III,en,What should I do if keep our office compliant with fire codes?,"Maintain extinguishers and signage, conduct quarterly drills, clear egress paths, and update maintenance logs. Coordinate with local BFP for inspections. Schedule regular inspections and keep records up to date.",BFP public education best practices,"['fire safety', 'compliance', 'workplace safety', 'Region III']",2025-10-09T04:57:51.685027Z
BFP-00065,First Aid,CPR Referral,Region VII,en,When should we treat a minor burn safely?,"Cool under running water for 20 minutes, remove tight items, cover with a clean non-stick dressing, and seek care if blistered or large. Do not apply butter or toothpaste. Crawl low under smoke and close doors behind you.",BFP public education best practices,"['fire safety', 'cpr referral', 'first aid', 'Region VII']",2025-10-09T04:57:51.685033Z
BFP-00066,Fire Prevention,Household,Region X,en,Is it safe to reduce fire risks at home?,"Declutter, maintain wiring, keep heat sources clear, and store fuels safely. Create a checklist and review monthly. Keep a Class ABC extinguisher accessible and learn PASS: Pull, Aim, Squeeze, Sweep.",BFP public education best practices,"['fire safety', 'household', 'fire prevention', 'Region X']",2025-10-09T04:57:51.685038Z
BFP-00067,Workplace Safety,Compliance,Region VIII,en,Do we need to keep our office compliant with fire codes?,"Maintain extinguishers and signage, conduct quarterly drills, clear egress paths, and update maintenance logs. Coordinate with local BFP for inspections. Schedule regular inspections and keep records up to date.",BFP public education best practices,"['fire safety', 'compliance', 'workplace safety', 'Region VIII']",2025-10-09T04:57:51.685041Z
BFP-00068,General Safety,Home,Region VIII,en,What should I do if improve fire safety in a small apartment?,"Install smoke alarms in sleeping areas, keep exits clear, and avoid blocking sprinklers. Keep a go-bag and review your plan with roommates. Keep a Class ABC extinguisher accessible and learn PASS: Pull, Aim, Squeeze, Sweep.",BFP public education best practices,"['fire safety', 'home', 'general safety', 'Region VIII']",2025-10-09T04:57:51.685045Z
BFP-00069,Electrical Safety,Wiring,Region III,en,What is the best way to know if my outlet is overloaded?,"Warm plates, tripping breakers, and buzzing sounds suggest overload. Move devices to separate circuits and consult a licensed electrician. Keep a Class ABC extinguisher accessible and learn PASS: Pull, Aim, Squeeze, Sweep.",BFP public education best practices,"['fire safety', 'wiring', 'electrical safety', 'Region III']",2025-10-09T04:57:51.685048Z
BFP-00070,Electrical Safety,Appliances,Region V,en,Where can I know if my outlet is overloaded?,"Warm plates, tripping breakers, and buzzing sounds suggest overload. Move devices to separate circuits and consult a licensed electrician. Never use water on grease or electrical fires.",BFP public education best practices,"['fire safety', 'appliances', 'electrical safety', 'Region V']",2025-10-09T04:57:51.685052Z
BFP-00071,Electrical Safety,Overloads,BARMM,en,Is it safe to know if my outlet is overloaded?,"Warm plates, tripping breakers, and buzzing sounds suggest overload. Move devices to separate circuits and consult a licensed electrician. Keep exits clear and practice two ways out.",BFP public education best practices,"['fire safety', 'overloads', 'electrical safety', 'BARMM']",2025-10-09T04:57:51.685056Z
BFP-00072,Fire Prevention,Outdoor,Region XII,en,Is it safe to reduce fire risks at home?,"Declutter, maintain wiring, keep heat sources clear, and store fuels safely. Create a checklist and review monthly. Keep exits clear and practice two ways out.",BFP public education best practices,"['fire safety', 'outdoor', 'fire prevention', 'Region XII']",2025-10-09T04:57:51.685061Z
BFP-00073,General Safety,Myths,Region IV-A,en,Is it safe to improve fire safety in a small apartment?,"Install smoke alarms in sleeping areas, keep exits clear, and avoid blocking sprinklers. Keep a go-bag and review your plan with roommates. Keep a Class ABC extinguisher accessible and learn PASS: Pull, Aim, Squeeze, Sweep.",BFP public education best practices,"['fire safety', 'myths', 'general safety', 'Region IV-A']",2025-10-09T04:57:51.685067Z
BFP-00074,Workplace Safety,Compliance,Region XII,en,What is the best way to keep our office compliant with fire codes?,"Maintain extinguishers and signage, conduct quarterly drills, clear egress paths, and update maintenance logs. Coordinate with local BFP for inspections. Keep exits clear and practice two ways out.",BFP public education best practices,"['fire safety', 'compliance', 'workplace safety', 'Region XII']",2025-10-09T04:57:51.685073Z
BFP-00075,Fire Prevention,Household,Region IV-A,en,What is the best way to reduce fire risks at home?,"Declutter, maintain wiring, keep heat sources clear, and store fuels safely. Create a checklist and review monthly. Keep exits clear and practice two ways out.",BFP public education best practices,"['fire safety', 'household', 'fire prevention', 'Region IV-A']",2025-10-09T04:57:51.685079Z
BFP-00076,Kitchen Safety,LPG,Region IV-A,en,Who should I call when handle a grease fire on my stove?,"Turn off the heat, cover the pan with a metal lid, and use baking soda if needed. Never use water. Keep a Class ABC extinguisher accessible and learn PASS: Pull, Aim, Squeeze, Sweep.",BFP public education best practices,"['fire safety', 'lpg', 'kitchen safety', 'Region IV-A']",2025-10-09T04:57:51.685085Z
BFP-00077,General Safety,Myths,Region X,en,How do I improve fire safety in a small apartment?,"Install smoke alarms in sleeping areas, keep exits clear, and avoid blocking sprinklers. Keep a go-bag and review your plan with roommates. Crawl low under smoke and close doors behind you.",BFP public education best practices,"['fire safety', 'myths', 'general safety', 'Region X']",2025-10-09T04:57:51.685095Z
BFP-00078,First Aid,CPR Referral,Region VI,en,What should I do if treat a minor burn safely?,"Cool under running water for 20 minutes, remove tight items, cover with a clean non-stick dressing, and seek care if blistered or large. Do not apply butter or toothpaste. Crawl low under smoke and close doors behind you.",BFP public education best practices,"['fire safety', 'cpr referral', 'first aid', 'Region VI']",2025-10-09T04:57:51.685107Z
BFP-00079,School Safety,Teachers,Region IV-A,en,Can I teach students about fire safety?,"Use age-appropriate activities, practice evacuation, assign marshals, and brief on stop, drop, and roll. Coordinate drills with the local fire station. Keep a Class ABC extinguisher accessible and learn PASS: Pull, Aim, Squeeze, Sweep.",BFP public education best practices,"['fire safety', 'teachers', 'school safety', 'Region IV-A']",2025-10-09T04:57:51.685116Z
BFP-00080,Emergency Response,Evacuate,NCR,en,When should we respond when a small fire starts at night?,"Alert everyone, evacuate along your plan, call 911/BFP, and only attempt a quick extinguisher use if trained and the exit is behind you. Crawl low under smoke and close doors behind you.",BFP public education best practices,"['fire safety', 'evacuate', 'emergency response', 'NCR']",2025-10-09T04:57:51.685121Z
BFP-00081,Evacuation Planning,Kits,Region VI,en,Is it safe to create a home fire escape plan?,"Map every room, mark two exits, assign a meeting point, and practice twice a year at day and night. Include pets and persons with disabilities. Keep a Class ABC extinguisher accessible and learn PASS: Pull, Aim, Squeeze, Sweep.",BFP public education best practices,"['fire safety', 'kits', 'evacuation planning', 'Region VI']",2025-10-09T04:57:51.685127Z
