id,category,subcategory,region,language,user_question,bot_answer,source,tags,created_at
BFP-00006,Electrical Safety,Wiring,Region IV-B,en,Quick! who should i call when know if my outlet is overloaded pls help!,"Warm plates, tripping breakers, and buzzing sounds suggest overload. Move devices to separate circuits and consult a licensed electrician. Crawl low under smoke and close doors behind you.",BFP public education best practices,"['fire safety', 'wiring', 'electrical safety', 'Region IV-B']",2025-10-09T04:57:51.684725Z
BFP-00006,Electrical Safety,Wiring,Region IV-B,en,who should i call when know if outlet is overloaded,"Warm plates, tripping breakers, and buzzing sounds suggest overload. Move devices to separate circuits and consult a licensed electrician. Crawl low under smoke and close doors behind you.",BFP public education best practices,"['fire safety', 'wiring', 'electrical safety', 'Region IV-B']",2025-10-09T04:57:51.684725Z
BFP-00006,Electrical Safety,Wiring,Region IV-B,en,who should i call when know if my outlet is overloaded,"Warm plates, tripping breakers, and buzzing sounds suggest overload. Move devices to separate circuits and consult a licensed electrician. Crawl low under smoke and close doors behind you.",BFP public education best practices,"['fire safety', 'wiring', 'electrical safety', 'Region IV-B']",2025-10-09T04:57:51.684725Z
BFP-00006,Electrical Safety,Wiring,Region IV-B,en,who should i call when know if my outlet is overloaded pls,"Warm plates, tripping breakers, and buzzing sounds suggest overload. Move devices to separate circuits and consult a licensed electrician. Crawl low under smoke and close doors behind you.",BFP public education best practices,"['fire safety', 'wiring', 'electrical safety', 'Region IV-B']",2025-10-09T04:57:51.684725Z
BFP-00007,Electrical Safety,Wiring,Region V,en,Where can I know if my outlet is overloaded?,"Warm plates, tripping breakers, and buzzing sounds suggest overload. Move devices to separate circuits and consult a licensed electrician. Check smoke alarms monthly and replace batteries yearly.",BFP public education best practices,"['fire safety', 'wiring', 'electrical safety', 'Region V']",2025-10-09T04:57:51.684731Z
BFP-00007,Electrical Safety,Wiring,Region V,en,Quick! know if my outlet is overloaded pls help!,"Warm plates, tripping breakers, and buzzing sounds suggest overload. Move devices to separate circuits and consult a licensed electrician. Check smoke alarms monthly and replace batteries yearly.",BFP public education best practices,"['fire safety', 'wiring', 'electrical safety', 'Region V']",2025-10-09T04:57:51.684731Z
BFP-00007,Electrical Safety,Wiring,Region V,en,where know if outlet is overloaded,"Warm plates, tripping breakers, and buzzing sounds suggest overload. Move devices to separate circuits and consult a licensed electrician. Check smoke alarms monthly and replace batteries yearly.",BFP public education best practices,"['fire safety', 'wiring', 'electrical safety', 'Region V']",2025-10-09T04:57:51.684731Z
BFP-00007,Electrical Safety,Wiring,Region V,en,where can i know if my outlet is overloaded,"Warm plates, tripping breakers, and buzzing sounds suggest overload. Move devices to separate circuits and consult a licensed electrician. Check smoke alarms monthly and replace batteries yearly.",BFP public education best practices,"['fire safety', 'wiring', 'electrical safety', 'Region V']",2025-10-09T04:57:51.684731Z
BFP-00007,Electrical Safety,Wiring,Region V,en,where how know if my outlet is overloaded pls,"Warm plates, tripping breakers, and buzzing sounds suggest overload. Move devices to separate circuits and consult a licensed electrician. Check smoke alarms monthly and replace batteries yearly.",BFP public education best practices,"['fire safety', 'wiring', 'electrical safety', 'Region V']",2025-10-09T04:57:51.684731Z
BFP-00008,Fire Prevention,Business,Region III,en,Where can I reduce fire risks at home?,"Declutter, maintain wiring, keep heat sources clear, and store fuels safely. Create a checklist and review monthly. Crawl low under smoke and close doors behind you.",BFP public education best practices,"['fire safety', 'business', 'fire prevention', 'Region III']",2025-10-09T04:57:51.684739Z
BFP-00008,Fire Prevention,Business,Region III,en,ASAP: reduce fire risks at home right now,"Declutter, maintain wiring, keep heat sources clear, and store fuels safely. Create a checklist and review monthly. Crawl low under smoke and close doors behind you.",BFP public education best practices,"['fire safety', 'business', 'fire prevention', 'Region III']",2025-10-09T04:57:51.684739Z
BFP-00008,Fire Prevention,Business,Region III,en,where reduce fire risks home,"Declutter, maintain wiring, keep heat sources clear, and store fuels safely. Create a checklist and review monthly. Crawl low under smoke and close doors behind you.",BFP public education best practices,"['fire safety', 'business', 'fire prevention', 'Region III']",2025-10-09T04:57:51.684739Z
BFP-00008,Fire Prevention,Business,Region III,en,where can i reduce fire risks at home,"Declutter, maintain wiring, keep heat sources clear, and store fuels safely. Create a checklist and review monthly. Crawl low under smoke and close doors behind you.",BFP public education best practices,"['fire safety', 'business', 'fire prevention', 'Region III']",2025-10-09T04:57:51.684739Z
BFP-00008,Fire Prevention,Business,Region III,en,where how reduce fire risks at home pls,"Declutter, maintain wiring, keep heat sources clear, and store fuels safely. Create a checklist and review monthly. Crawl low under smoke and close doors behind you.",BFP public education best practices,"['fire safety', 'business', 'fire prevention', 'Region III']",2025-10-09T04:57:51.684739Z
BFP-00009,Community & BFP,Permits,Region I,en,Why does get a fire safety inspection certificate?,"Prepare building plans, extinguisher records, and electrical clearances, then apply at the BFP office. Schedule inspection and address any noted findings. Schedule regular inspections and keep records up to date.",BFP public education best practices,"['fire safety', 'permits', 'community & bfp', 'Region I']",2025-10-09T04:57:51.684744Z
BFP-00009,Community & BFP,Permits,Region I,en,Help why does get a fire safety inspection certificate right now,"Prepare building plans, extinguisher records, and electrical clearances, then apply at the BFP office. Schedule inspection and address any noted findings. Schedule regular inspections and keep records up to date.",BFP public education best practices,"['fire safety', 'permits', 'community & bfp', 'Region I']",2025-10-09T04:57:51.684744Z
BFP-00009,Community & BFP,Permits,Region I,en,why does get fire safety inspection certificate,"Prepare building plans, extinguisher records, and electrical clearances, then apply at the BFP office. Schedule inspection and address any noted findings. Schedule regular inspections and keep records up to date.",BFP public education best practices,"['fire safety', 'permits', 'community & bfp', 'Region I']",2025-10-09T04:57:51.684744Z
BFP-00009,Community & BFP,Permits,Region I,en,why does get a fire safety inspect cert,"Prepare building plans, extinguisher records, and electrical clearances, then apply at the BFP office. Schedule inspection and address any noted findings. Schedule regular inspections and keep records up to date.",BFP public education best practices,"['fire safety', 'permits', 'community & bfp', 'Region I']",2025-10-09T04:57:51.684744Z
BFP-00009,Community & BFP,Permits,Region I,en,why does get a fire safety inspection certificate pls,"Prepare building plans, extinguisher records, and electrical clearances, then apply at the BFP office. Schedule inspection and address any noted findings. Schedule regular inspections and keep records up to date.",BFP public education best practices,"['fire safety', 'permits', 'community & bfp', 'Region I']",2025-10-09T04:57:51.684744Z
BFP-00010,Fire Prevention,Business,Region II,en,What is the best way to reduce fire risks at home?,"Declutter, maintain wiring, keep heat sources clear, and store fuels safely. Create a checklist and review monthly. Call 911 or local BFP hotline immediately and evacuate first.",BFP public education best practices,"['fire safety', 'business', 'fire prevention', 'Region II']",2025-10-09T04:57:51.684748Z
BFP-00010,Fire Prevention,Business,Region II,en,ASAP: reduce fire risks at home!!!,"Declutter, maintain wiring, keep heat sources clear, and store fuels safely. Create a checklist and review monthly. Call 911 or local BFP hotline immediately and evacuate first.",BFP public education best practices,"['fire safety', 'business', 'fire prevention', 'Region II']",2025-10-09T04:57:51.684748Z
BFP-00010,Fire Prevention,Business,Region II,en,reduce fire risks home,"Declutter, maintain wiring, keep heat sources clear, and store fuels safely. Create a checklist and review monthly. Call 911 or local BFP hotline immediately and evacuate first.",BFP public education best practices,"['fire safety', 'business', 'fire prevention', 'Region II']",2025-10-09T04:57:51.684748Z
BFP-00010,Fire Prevention,Business,Region II,en,what is the best way 2 reduce fire risks at home,"Declutter, maintain wiring, keep heat sources clear, and store fuels safely. Create a checklist and review monthly. Call 911 or local BFP hotline immediately and evacuate first.",BFP public education best practices,"['fire safety', 'business', 'fire prevention', 'Region II']",2025-10-09T04:57:51.684748Z
BFP-00010,Fire Prevention,Business,Region II,en,how reduce fire risks at home pls,"Declutter, maintain wiring, keep heat sources clear, and store fuels safely. Create a checklist and review monthly. Call 911 or local BFP hotline immediately and evacuate first.",BFP public education best practices,"['fire safety', 'business', 'fire prevention', 'Region II']",2025-10-09T04:57:51.684748Z
BFP-00011,Community & BFP,Permits,Region V,en,What should I do if get a fire safety inspection certificate?,"Prepare building plans, extinguisher records, and electrical clearances, then apply at the BFP office. Schedule inspection and address any noted findings. Keep exits clear and practice two ways out.",BFP public education best practices,"['fire safety', 'permits', 'community & bfp', 'Region V']",2025-10-09T04:57:51.684752Z
BFP-00011,Community & BFP,Permits,Region V,en,ASAP: do if get a fire safety inspection certificate!!!,"Prepare building plans, extinguisher records, and electrical clearances, then apply at the BFP office. Schedule inspection and address any noted findings. Keep exits clear and practice two ways out.",BFP public education best practices,"['fire safety', 'permits', 'community & bfp', 'Region V']",2025-10-09T04:57:51.684752Z
BFP-00011,Community & BFP,Permits,Region V,en,do if get fire safety inspection certificate,"Prepare building plans, extinguisher records, and electrical clearances, then apply at the BFP office. Schedule inspection and address any noted findings. Keep exits clear and practice two ways out.",BFP public education best practices,"['fire safety', 'permits', 'community & bfp', 'Region V']",2025-10-09T04:57:51.684752Z
BFP-00011,Community & BFP,Permits,Region V,en,what should i do if get a fire safety inspect cert,"Prepare building plans, extinguisher records, and electrical clearances, then apply at the BFP office. Schedule inspection and address any noted findings. Keep exits clear and practice two ways out.",BFP public education best practices,"['fire safety', 'permits', 'community & bfp', 'Region V']",2025-10-09T04:57:51.684752Z
BFP-00011,Community & BFP,Permits,Region V,en,how do if get a fire safety inspection certificate pls,"Prepare building plans, extinguisher records, and electrical clearances, then apply at the BFP office. Schedule inspection and address any noted findings. Keep exits clear and practice two ways out.",BFP public education best practices,"['fire safety', 'permits', 'community & bfp', 'Region V']",2025-10-09T04:57:51.684752Z
BFP-00012,First Aid,Smoke Inhalation,Region II,en,Can I treat a minor burn safely?,"Cool under running water for 20 minutes, remove tight items, cover with a clean non-stick dressing, and seek care if blistered or large. Do not apply butter or toothpaste. Check smoke alarms monthly and replace batteries yearly.",BFP public education best practices,"['fire safety', 'smoke inhalation', 'first aid', 'Region II']",2025-10-09T04:57:51.684757Z
BFP-00012,First Aid,Smoke Inhalation,Region II,en,ASAP: treat a minor burn safely right now,"Cool under running water for 20 minutes, remove tight items, cover with a clean non-stick dressing, and seek care if blistered or large. Do not apply butter or toothpaste. Check smoke alarms monthly and replace batteries yearly.",BFP public education best practices,"['fire safety', 'smoke inhalation', 'first aid', 'Region II']",2025-10-09T04:57:51.684757Z
BFP-00012,First Aid,Smoke Inhalation,Region II,en,treat minor burn safely,"Cool under running water for 20 minutes, remove tight items, cover with a clean non-stick dressing, and seek care if blistered or large. Do not apply butter or toothpaste. Check smoke alarms monthly and replace batteries yearly.",BFP public education best practices,"['fire safety', 'smoke inhalation', 'first aid', 'Region II']",2025-10-09T04:57:51.684757Z
BFP-00012,First Aid,Smoke Inhalation,Region II,en,can i treat a minor burn safely,"Cool under running water for 20 minutes, remove tight items, cover with a clean non-stick dressing, and seek care if blistered or large. Do not apply butter or toothpaste. Check smoke alarms monthly and replace batteries yearly.",BFP public education best practices,"['fire safety', 'smoke inhalation', 'first aid', 'Region II']",2025-10-09T04:57:51.684757Z
BFP-00012,First Aid,Smoke Inhalation,Region II,en,how treat a minor burn safely pls,"Cool under running water for 20 minutes, remove tight items, cover with a clean non-stick dressing, and seek care if blistered or large. Do not apply butter or toothpaste. Check smoke alarms monthly and replace batteries yearly.",BFP public education best practices,"['fire safety', 'smoke inhalation', 'first aid', 'Region II']",2025-10-09T04:57:51.684757Z
BFP-00013,Evacuation Planning,Routes,CAR,en,Where can I create a home fire escape plan?,"Map every room, mark two exits, assign a meeting point, and practice twice a year at day and night. Include pets and persons with disabilities. Keep a Class ABC extinguisher accessible and learn PASS: Pull, Aim, Squeeze, Sweep.",BFP public education best practices,"['fire safety', 'routes', 'evacuation planning', 'CAR']",2025-10-09T04:57:51.684761Z
BFP-00013,Evacuation Planning,Routes,CAR,en,Emergency! create a home fire escape plan right now,"Map every room, mark two exits, assign a meeting point, and practice twice a year at day and night. Include pets and persons with disabilities. Keep a Class ABC extinguisher accessible and learn PASS: Pull, Aim, Squeeze, Sweep.",BFP public education best practices,"['fire safety', 'routes', 'evacuation planning', 'CAR']",2025-10-09T04:57:51.684761Z
BFP-00013,Evacuation Planning,Routes,CAR,en,where create home fire escape plan,"Map every room, mark two exits, assign a meeting point, and practice twice a year at day and night. Include pets and persons with disabilities. Keep a Class ABC extinguisher accessible and learn PASS: Pull, Aim, Squeeze, Sweep.",BFP public education best practices,"['fire safety', 'routes', 'evacuation planning', 'CAR']",2025-10-09T04:57:51.684761Z
BFP-00013,Evacuation Planning,Routes,CAR,en,where can i create a home fire escape plan,"Map every room, mark two exits, assign a meeting point, and practice twice a year at day and night. Include pets and persons with disabilities. Keep a Class ABC extinguisher accessible and learn PASS: Pull, Aim, Squeeze, Sweep.",BFP public education best practices,"['fire safety', 'routes', 'evacuation planning', 'CAR']",2025-10-09T04:57:51.684761Z
BFP-00013,Evacuation Planning,Routes,CAR,en,where how create a home fire escape plan pls,"Map every room, mark two exits, assign a meeting point, and practice twice a year at day and night. Include pets and persons with disabilities. Keep a Class ABC extinguisher accessible and learn PASS: Pull, Aim, Squeeze, Sweep.",BFP public education best practices,"['fire safety', 'routes', 'evacuation planning', 'CAR']",2025-10-09T04:57:51.684761Z
BFP-00014,Kitchen Safety,Grease Fire,Region V,en,Is it safe to handle a grease fire on my stove?,"Turn off the heat, cover the pan with a metal lid, and use baking soda if needed. Never use water. Check smoke alarms monthly and replace batteries yearly.",BFP public education best practices,"['fire safety', 'grease fire', 'kitchen safety', 'Region V']",2025-10-09T04:57:51.684765Z
BFP-00014,Kitchen Safety,Grease Fire,Region V,en,Help is it safe to handle a grease fire on my stove pls help!,"Turn off the heat, cover the pan with a metal lid, and use baking soda if needed. Never use water. Check smoke alarms monthly and replace batteries yearly.",BFP public education best practices,"['fire safety', 'grease fire', 'kitchen safety', 'Region V']",2025-10-09T04:57:51.684765Z
BFP-00014,Kitchen Safety,Grease Fire,Region V,en,is it safe handle grease fire stove,"Turn off the heat, cover the pan with a metal lid, and use baking soda if needed. Never use water. Check smoke alarms monthly and replace batteries yearly.",BFP public education best practices,"['fire safety', 'grease fire', 'kitchen safety', 'Region V']",2025-10-09T04:57:51.684765Z
BFP-00014,Kitchen Safety,Grease Fire,Region V,en,is it safe 2 handle a grease fire on my s2ve,"Turn off the heat, cover the pan with a metal lid, and use baking soda if needed. Never use water. Check smoke alarms monthly and replace batteries yearly.",BFP public education best practices,"['fire safety', 'grease fire', 'kitchen safety', 'Region V']",2025-10-09T04:57:51.684765Z
BFP-00014,Kitchen Safety,Grease Fire,Region V,en,is it safe to handle a grease fire on my stove pls,"Turn off the heat, cover the pan with a metal lid, and use baking soda if needed. Never use water. Check smoke alarms monthly and replace batteries yearly.",BFP public education best practices,"['fire safety', 'grease fire', 'kitchen safety', 'Region V']",2025-10-09T04:57:51.684765Z
BFP-00015,Community & BFP,Inspections,Region IV-B,en,What is the best way to get a fire safety inspection certificate?,"Prepare building plans, extinguisher records, and electrical clearances, then apply at the BFP office. Schedule inspection and address any noted findings. Never use water on grease or electrical fires.",BFP public education best practices,"['fire safety', 'inspections', 'community & bfp', 'Region IV-B']",2025-10-09T04:57:51.684769Z
BFP-00015,Community & BFP,Inspections,Region IV-B,en,ASAP: get a fire safety inspection certificate!!!,"Prepare building plans, extinguisher records, and electrical clearances, then apply at the BFP office. Schedule inspection and address any noted findings. Never use water on grease or electrical fires.",BFP public education best practices,"['fire safety', 'inspections', 'community & bfp', 'Region IV-B']",2025-10-09T04:57:51.684769Z
BFP-00015,Community & BFP,Inspections,Region IV-B,en,get fire safety inspection certificate,"Prepare building plans, extinguisher records, and electrical clearances, then apply at the BFP office. Schedule inspection and address any noted findings. Never use water on grease or electrical fires.",BFP public education best practices,"['fire safety', 'inspections', 'community & bfp', 'Region IV-B']",2025-10-09T04:57:51.684769Z
BFP-00015,Community & BFP,Inspections,Region IV-B,en,what is the best way 2 get a fire safety inspect cert,"Prepare building plans, extinguisher records, and electrical clearances, then apply at the BFP office. Schedule inspection and address any noted findings. Never use water on grease or electrical fires.",BFP public education best practices,"['fire safety', 'inspections', 'community & bfp', 'Region IV-B']",2025-10-09T04:57:51.684769Z
BFP-00015,Community & BFP,Inspections,Region IV-B,en,how get a fire safety inspection certificate pls,"Prepare building plans, extinguisher records, and electrical clearances, then apply at the BFP office. Schedule inspection and address any noted findings. Never use water on grease or electrical fires.",BFP public education best practices,"['fire safety', 'inspections', 'community & bfp', 'Region IV-B']",2025-10-09T04:57:51.684769Z
BFP-00016,Emergency Response,Evacuate,Region XI,en,Is it safe to respond when a small fire starts at night?,"Alert everyone, evacuate along your plan, call 911/BFP, and only attempt a quick extinguisher use if trained and the exit is behind you. Schedule regular inspections and keep records up to date.",BFP public education best practices,"['fire safety', 'evacuate', 'emergency response', 'Region XI']",2025-10-09T04:57:51.684773Z
BFP-00016,Emergency Response,Evacuate,Region XI,en,Quick! is it safe to respond when a small fire starts at night right now,"Alert everyone, evacuate along your plan, call 911/BFP, and only attempt a quick extinguisher use if trained and the exit is behind you. Schedule regular inspections and keep records up to date.",BFP public education best practices,"['fire safety', 'evacuate', 'emergency response', 'Region XI']",2025-10-09T04:57:51.684773Z
BFP-00016,Emergency Response,Evacuate,Region XI,en,is it safe respond when small fire starts night,"Alert everyone, evacuate along your plan, call 911/BFP, and only attempt a quick extinguisher use if trained and the exit is behind you. Schedule regular inspections and keep records up to date.",BFP public education best practices,"['fire safety', 'evacuate', 'emergency response', 'Region XI']",2025-10-09T04:57:51.684773Z
BFP-00016,Emergency Response,Evacuate,Region XI,en,is it safe 2 respond when a small fire starts at night,"Alert everyone, evacuate along your plan, call 911/BFP, and only attempt a quick extinguisher use if trained and the exit is behind you. Schedule regular inspections and keep records up to date.",BFP public education best practices,"['fire safety', 'evacuate', 'emergency response', 'Region XI']",2025-10-09T04:57:51.684773Z
BFP-00016,Emergency Response,Evacuate,Region XI,en,is it safe to respond when a small fire starts at night pls,"Alert everyone, evacuate along your plan, call 911/BFP, and only attempt a quick extinguisher use if trained and the exit is behind you. Schedule regular inspections and keep records up to date.",BFP public education best practices,"['fire safety', 'evacuate', 'emergency response', 'Region XI']",2025-10-09T04:57:51.684773Z
BFP-00017,First Aid,CPR Referral,Region IX,en,How do I treat a minor burn safely?,"Cool under running water for 20 minutes, remove tight items, cover with a clean non-stick dressing, and seek care if blistered or large. Do not apply butter or toothpaste. Never use water on grease or electrical fires.",BFP public education best practices,"['fire safety', 'cpr referral', 'first aid', 'Region IX']",2025-10-09T04:57:51.684777Z
BFP-00017,First Aid,CPR Referral,Region IX,en,Emergency! treat a minor burn safely!!!,"Cool under running water for 20 minutes, remove tight items, cover with a clean non-stick dressing, and seek care if blistered or large. Do not apply butter or toothpaste. Never use water on grease or electrical fires.",BFP public education best practices,"['fire safety', 'cpr referral', 'first aid', 'Region IX']",2025-10-09T04:57:51.684777Z
BFP-00017,First Aid,CPR Referral,Region IX,en,treat minor burn safely,"Cool under running water for 20 minutes, remove tight items, cover with a clean non-stick dressing, and seek care if blistered or large. Do not apply butter or toothpaste. Never use water on grease or electrical fires.",BFP public education best practices,"['fire safety', 'cpr referral', 'first aid', 'Region IX']",2025-10-09T04:57:51.684777Z
BFP-00017,First Aid,CPR Referral,Region IX,en,how do i treat a minor burn safely,"Cool under running water for 20 minutes, remove tight items, cover with a clean non-stick dressing, and seek care if blistered or large. Do not apply butter or toothpaste. Never use water on grease or electrical fires.",BFP public education best practices,"['fire safety', 'cpr referral', 'first aid', 'Region IX']",2025-10-09T04:57:51.684777Z
